TDEP    , BIT    , BVOL      , CAL       , CHT        , CN          , CVOL       , GR        , HRD1      , HRD2       , K           , LSN       , PE        , RTHU        , SFT2      , SHR        , SLGN     , SLTM      , SPD       , SSD      , SSN      , TEN      , TH         , U           , WTBH     , ZCOR          , ZDEN     , ZDNC
10893.75, 8.375  , 314.79437 , 8.8470745 , 800.40344  , 24.730658   , 133.52986  , 23.328876 , 160.7787  , 233.56644  , 8.400126    , 547.0057  , 12.67889  , 0.5834685   , 71.87113  , 0.15019566 , 3087.0   , 708.0     , 21.151264 , 5940.671 , 1520.7424, 5081.756 , 1.1258702  , 1.9299114   , 227.46031, -0.89401025   , 2.3819735, 2.3772237
10894.0 , 8.375  , 314.68765 , 8.844143  , 801.0193   , 25.628029   , 133.48994  , 24.103971 , 162.10822 , 233.31435  , 7.592911    , 530.87933 , 12.934596 , 0.61965495  , 73.448    , 0.14594959 , 3087.0   , 708.20386 , 21.166283 , 5937.9087, 1508.5555, 5080.9067, 1.1820134  , 1.9075615   , 227.50519, -0.8917612    , 2.3830185, 2.3782685
10894.25, 8.375  , 314.581   , 8.846951  , 801.7552   , 26.151138   , 133.4501   , 24.187315 , 164.1742  , 234.09084  , 7.3580537   , 517.09686 , 13.081571 , 0.6229109   , 74.73306  , 0.14009568 , 3087.0   , 707.14386 , 21.180136 , 5946.829 , 1494.4186, 5079.8296, 1.1807774  , 1.8955414   , 227.56276, -0.89062864   , 2.3809905, 2.3762412
10894.5 , 8.375  , 314.47427 , 8.854918  , 802.0895   , 26.294344   , 133.4102   , 23.620024 , 167.38463 , 234.58493  , 7.3206897   , 507.7178  , 13.072318 , 0.60511893  , 75.28762  , 0.1345375  , 3087.0   , 701.66907 , 21.186829 , 5970.2607, 1480.5294, 5078.372 , 1.1405793  , 1.8847727   , 227.58748, -0.89060676   , 2.3769264, 2.3721783
10894.75, 8.375  , 314.36737 , 8.865005  , 801.7774   , 26.225327   , 133.3701   , 22.614073 , 171.60306 , 233.83044  , 7.3197093   , 502.7025  , 12.950311 , 0.5780407   , 74.988785 , 0.13139229 , 3087.0   , 708.21106 , 21.18686  , 5985.421 , 1468.9918, 5076.354 , 1.0802081  , 1.868585    , 227.55132, -0.8914537    , 2.372293 , 2.3675466
10895.0 , 8.375  , 314.26022 , 8.872713  , 801.02124  , 26.15071    , 133.32976  , 21.444408 , 176.03192 , 232.02615  , 7.3315573   , 500.52994 , 12.82189  , 0.54932964  , 74.019775 , 0.13158923 , 3087.0   , 709.64026 , 21.184656 , 5979.9336, 1460.8846, 5074.063 , 1.0162511  , 1.8498243   , 227.46571, -0.8929467    , 2.3679526, 2.3632078
10895.25, 8.375  , 314.1529  , 8.87442   , 800.29926  , 26.139639   , 133.28923  , 20.371016 , 179.46973 , 230.46997  , 7.38905     , 499.4599  , 12.776112 , 0.52169585  , 72.747444 , 0.1341995  , 3087.0   , 709.84174 , 21.18455  , 5952.1904, 1456.184 , 5072.045 , 0.9564094  , 1.8331903   , 227.3731 , -0.89497405   , 2.3638952, 2.3591528
10895.5 , 8.375  , 314.0455  , 8.86926   , 799.97205  , 26.036655   , 133.24866  , 19.584356 , 180.76167 , 230.5612   , 7.548711    , 499.1108  , 12.819469 , 0.4992592   , 71.53121  , 0.13697366 , 3087.0   , 703.3093  , 21.182858 , 5901.6274, 1454.2762, 5070.742 , 0.9112575  , 1.825218    , 227.32507, -0.897366     , 2.3600166, 2.3552775
10895.75, 8.375  , 313.93823 , 8.8595295 , 800.0293   , 25.646025   , 133.2082   , 19.161943 , 179.31004 , 232.6171   , 7.7599545   , 500.9375  , 12.878665 , 0.48634523  , 70.58297  , 0.1379693  , 3087.0   , 706.4556  , 21.175743 , 5848.427 , 1454.5913, 5070.2915, 0.8878551  , 1.8255697   , 227.34485, -0.89968836   , 2.3570466, 2.352311
10896.0 , 8.375  , 313.8312  , 8.848888  , 800.2173   , 24.951656   , 133.168    , 19.08731  , 175.45416 , 235.40707  , 7.987948    , 506.53198 , 12.859067 , 0.48484546  , 69.94647  , 0.13702622 , 3087.0   , 702.33813 , 21.164047 , 5824.911 , 1456.9753, 5070.742 , 0.8858826  , 1.8271492   , 227.41954, -0.9012716    , 2.3566067, 2.3518727
10896.25, 8.375  , 313.72443 , 8.839916  , 800.1781   , 24.148174   , 133.12804  , 19.265627 , 170.42085 , 236.73206  , 8.200316    , 515.9038  , 12.711947 , 0.49863687  , 69.5659   , 0.1357438  , 3087.0   , 707.45087 , 21.15347  , 5839.361 , 1461.6566, 5071.89  , 0.9092694  , 1.8236134   , 227.51436, -0.90147126   , 2.3604083, 2.355672
10896.5 , 8.375  , 313.61786 , 8.833003  , 799.65015  , 23.499512   , 133.0883   , 19.577429 , 165.78069 , 234.68565  , 8.302446    , 527.01044 , 12.473159 , 0.52882075  , 69.36505  , 0.13616772 , 3087.0   , 711.05035 , 21.147379 , 5864.333 , 1468.496 , 5073.2817, 0.9570751  , 1.8101268   , 227.59497, -0.89998674   , 2.3691998, 2.3644576
10896.75, 8.375  , 313.51147 , 8.827271  , 798.6329   , 23.170843   , 133.04874  , 19.922428 , 162.73459 , 228.92044  , 8.252251    , 536.69244 , 12.2531185, 0.5707203   , 69.26314  , 0.13937084 , 3087.0   , 715.0072  , 21.146532 , 5868.558 , 1476.412 , 5074.4272, 1.0189241  , 1.7857846   , 227.64403, -0.89710444   , 2.3819   , 2.3771515
10897.0 , 8.375  , 313.4052  , 8.822638  , 797.2804   , 23.142988   , 133.00931  , 20.205399 , 161.6485  , 221.16913  , 8.047155    , 542.5281  , 12.178603 , 0.6186555   , 69.13138  , 0.14464955 , 3087.0   , 706.6283  , 21.14746  , 5849.9785, 1483.6287, 5075.0537, 1.0843297  , 1.7532554   , 227.66591, -0.8937376    , 2.3953383, 2.390586
10897.25, 8.375  , 313.29907 , 8.820408  , 795.8406   , 23.271568   , 132.96999  , 20.342796 , 162.04726 , 214.48077  , 7.7163377   , 544.2872  , 12.322725 , 0.66938853  , 68.77589  , 0.1496041  , 3087.0   , 711.765   , 21.144773 , 5841.5063, 1488.6165, 5075.0537, 1.1479288  , 1.7154515   , 227.67613, -0.89109373   , 2.4052925, 2.4005394
10897.5 , 8.375  , 313.193   , 8.822776  , 794.5491   , 23.347744   , 132.93071  , 20.31885  , 162.98889 , 211.52469  , 7.3259807   , 543.69977 , 12.674106 , 0.7236217   , 68.01142  , 0.15130208 , 3087.0   , 708.8633  , 21.137852 , 5857.9336, 1490.8993, 5074.582 , 1.2097996  , 1.6726471   , 227.68365, -0.89002526   , 2.4087281, 2.4039752
10897.75, 8.375  , 313.08685 , 8.830553  , 793.53284  , 23.28654    , 132.89139  , 20.169931 , 163.54442 , 213.17636  , 6.900603    , 543.3476  , 13.152151 , 0.7902848   , 66.79314  , 0.14802723 , 3087.0   , 704.6379  , 21.13179  , 5874.9375, 1491.5006, 5074.3726, 1.2794689  , 1.6201035   , 227.68752, -0.8905184    , 2.405642 , 2.400889
10898.0 , 8.375  , 312.98053 , 8.8420315 , 792.8929   , 23.155672   , 132.85187  , 19.909767 , 163.16109 , 218.28688  , 6.4768553   , 544.5575  , 13.633665 , 0.8722863   , 65.32457  , 0.14020075 , 3087.0   , 711.54675 , 21.133732 , 5876.31  , 1492.4395, 5075.379 , 1.3600436  , 1.5602567   , 227.6863 , -0.89175344   , 2.398904 , 2.394151
10898.25, 8.375  , 312.87393 , 8.854617  , 792.74243  , 23.082388   , 132.81207  , 19.514109 , 161.82039 , 224.49614  , 6.0969577   , 546.9686  , 13.976165 , 0.95827234  , 64.07628  , 0.12989444 , 3087.0   , 708.7122  , 21.146658 , 5875.301 , 1495.4263, 5078.0684, 1.4377799  , 1.5012941   , 227.68074, -0.8926294    , 2.3924315, 2.3876789
10898.5 , 8.375  , 312.76703 , 8.86569   , 793.10614  , 23.132082   , 132.77197  , 18.960566 , 159.91162 , 229.39334  , 5.7508645   , 549.3088  , 14.056075 , 1.0379883   , 63.660675 , 0.119885266, 3087.0   , 711.52997 , 21.165634 , 5880.4995, 1500.7197, 5082.4844, 1.4992856  , 1.4450864   , 227.67519, -0.89228225   , 2.389378 , 2.3846257
10898.75, 8.375  , 312.65985 , 8.87286   , 793.8553   , 23.2553     , 132.73161  , 18.28465  , 157.8561  , 231.46057  , 5.4172196   , 550.7007  , 13.8256855, 1.1050338   , 64.54402  , 0.11297866 , 3087.0   , 704.7482  , 21.178722 , 5889.857 , 1507.1531, 5088.2354, 1.5370586  , 1.3914798   , 227.67699, -0.8903073    , 2.3913398, 2.386587
10899.0 , 8.375  , 312.5525  , 8.874303  , 794.7168   , 23.29204    , 132.69109  , 17.620865 , 155.78038 , 230.53146  , 5.0747805   , 551.4752  , 13.3523855, 1.1601528   , 66.72576  , 0.1113916  , 3087.0   , 706.4964  , 21.180866 , 5905.3257, 1512.9222, 5094.143 , 1.5523834  , 1.3384831   , 227.69116, -0.8867719    , 2.3982942, 2.393541
10899.25, 8.375  , 312.4451  , 8.870145  , 795.4752   , 23.11133    , 132.65051  , 17.165    , 153.50862 , 227.65907  , 4.7509007   , 553.06665 , 12.796711 , 1.2040416   , 69.64178  , 0.11599203 , 3087.0   , 707.03357 , 21.175285 , 5923.7354, 1516.6476, 5098.717 , 1.5525649  , 1.2896699   , 227.7175 , -0.8821412    , 2.4088407, 2.404089
10899.5 , 8.375  , 312.33783 , 8.8631525 , 796.0421   , 22.708342   , 132.61005  , 17.059578 , 150.81114 , 224.49234  , 4.518539    , 556.6934  , 12.332357 , 1.2321495   , 72.41292  , 0.12568839 , 3087.0   , 710.1774  , 21.171974 , 5930.259 , 1518.1787, 5101.249 , 1.5477641  , 1.2561785   , 227.74678, -0.8771398    , 2.420684 , 2.415936
10899.75, 8.375  , 312.2307  , 8.857633  , 796.5163   , 22.25764    , 132.56975  , 17.356909 , 147.68735 , 222.5607   , 4.43791     , 562.297   , 12.06214  , 1.2344533   , 74.25638  , 0.13752086 , 3087.0   , 705.3669  , 21.178284 , 5930.0586, 1518.5879, 5101.9434, 1.5386833  , 1.246484    , 227.76407, -0.8725921    , 2.4312162, 2.4264736
10900.0 , 8.375  , 312.12372 , 8.857544  , 797.1001   , 22.025301   , 132.52959  , 17.952723 , 144.51581 , 222.8552   , 4.5283833   , 567.7903  , 11.984765 , 1.2041552   , 74.7659   , 0.14780971 , 3087.0   , 710.81775 , 21.19379  , 5943.09  , 1519.1588, 5101.419 , 1.5173831  , 1.2603252   , 227.75453, -0.8692943    , 2.4379568, 2.433219
10900.25, 8.375  , 312.01675 , 8.864445  , 797.95544  , 22.226093   , 132.48943  , 18.598246 , 141.98311 , 225.66809  , 4.7529645   , 569.8805  , 12.028563 , 1.1562684   , 73.95345  , 0.15397687 , 3087.0   , 701.1103  , 21.20882  , 5962.837 , 1520.5077, 5100.586 , 1.4887234  , 1.2877649   , 227.71173, -0.86785114   , 2.4390635, 2.4343274
10900.5 , 8.375  , 311.9096  , 8.876638  , 799.08167  , 22.89611    , 132.4491   , 19.03782  , 140.83508 , 230.46884  , 5.038067    , 566.043   , 12.11825  , 1.1087979   , 72.173584 , 0.15576826 , 3087.0   , 706.7338  , 21.21183  , 5970.1514, 1522.1428, 5100.0273, 1.4590062  , 1.3160355   , 227.64835, -0.86842024   , 2.4341316, 2.4293928
10900.75, 8.375  , 311.80215 , 8.889287  , 800.31274  , 23.871746   , 132.40848  , 19.15232  , 141.59259 , 235.93176  , 5.3413067   , 556.40564 , 12.216362 , 1.0690169   , 70.01622  , 0.15475287 , 3087.0   , 704.3885  , 21.198856 , 5967.795 , 1522.7506, 5100.1143, 1.4303519  , 1.3380835   , 227.5901 , -0.8705572    , 2.424663 , 2.419919
10901.0 , 8.375  , 311.6944  , 8.896543  , 801.4083   , 24.848475   , 132.36754  , 18.942318 , 144.3216  , 240.3754   , 5.6153836   , 543.781   , 12.315692 , 1.0490812   , 68.10374  , 0.15268502 , 3087.0   , 704.33575 , 21.17616  , 5974.768 , 1521.151 , 5100.9688, 1.4153448  , 1.3491279   , 227.55714, -0.8733479    , 2.413567 , 2.408818
10901.25, 8.375  , 311.5865  , 8.895243  , 802.1804   , 25.461864   , 132.32643  , 18.47199  , 148.52635 , 242.47243  , 5.8366275   , 532.31274 , 12.4088125, 1.0543193   , 66.80986  , 0.15044035 , 3087.0   , 714.9065  , 21.155537 , 5985.3506, 1517.3883, 5101.8726, 1.4202629  , 1.3471127   , 227.5525 , -0.875747     , 2.4039974, 2.3992453
10901.5 , 8.375  , 311.4786  , 8.886448  , 802.4379   , 25.402378   , 132.28535  , 17.837517 , 153.25543 , 241.77264  , 6.1404953   , 526.06354 , 12.470704 , 1.0692581   , 66.09712  , 0.14818613 , 3087.0   , 710.8969  , 21.144566 , 5977.8145, 1512.8645, 5101.477 , 1.43164    , 1.3389332   , 227.5667 , -0.876887     , 2.3983333, 2.3935802
10901.75, 8.375  , 311.37094 , 8.873885  , 802.0681   , 24.684141   , 132.24449  , 17.148531 , 157.40573 , 238.72417  , 6.6057568   , 527.7666  , 12.470031 , 1.0833104   , 65.596596 , 0.14608932 , 3087.0   , 706.60913 , 21.142939 , 5972.558 , 1509.8429, 5099.0107, 1.4416366  , 1.3307855   , 227.58052, -0.87623817   , 2.397753 , 2.393
10902.0 , 8.375  , 311.26358 , 8.861515  , 801.03345  , 23.623804   , 132.20393  , 16.572054 , 160.07057 , 234.24832  , 7.191631    , 537.2825  , 12.397801 , 1.092282    , 64.8418   , 0.14470436 , 3087.0   , 705.5252  , 21.145569 , 6007.6274, 1510.4316, 5094.458 , 1.4492213  , 1.3267837   , 227.57643, -0.8736231    , 2.40239  , 2.397637
10902.25, 8.375  , 311.1565  , 8.85162   , 799.41113  , 22.579058   , 132.16367  , 16.332602 , 160.80515 , 229.2089   , 7.892338    , 551.8517  , 12.288004 , 1.0879928   , 63.510353 , 0.14471938 , 3087.0   , 709.45325 , 21.149292 , 6069.214 , 1515.3868, 5088.238 , 1.4484283  , 1.3313042   , 227.55493, -0.8691744    , 2.4116828, 2.4069312
10902.5 , 8.375  , 311.04965 , 8.844864  , 797.4147   , 21.77069    , 132.12364  , 16.566061 , 159.76265 , 224.12183  , 8.516305    , 567.55115 , 12.2126665, 1.0830215   , 61.595123 , 0.14633644 , 3087.0   , 707.5659  , 21.152103 , 6114.0996, 1523.5353, 5081.389 , 1.4495403  , 1.3384193   , 227.53407, -0.8633044    , 2.4245434, 2.419796
10902.75, 8.375  , 310.943   , 8.841209  , 795.37744  , 21.287924   , 132.08379  , 17.203394 , 157.66916 , 219.26971  , 8.789431    , 580.7833  , 12.251718 , 1.1012422   , 59.461655 , 0.14881268 , 3087.0   , 716.6978  , 21.156565 , 6133.3013, 1532.4213, 5075.5337, 1.4718118  , 1.3365711   , 227.53622, -0.85672015   , 2.439185 , 2.434446
10903.0 , 8.375  , 310.8364  , 8.84051   , 793.7015   , 21.121305   , 132.04402  , 18.024408 , 155.61069 , 215.12119  , 8.781016    , 589.1402  , 12.450802 , 1.1388105   , 57.752644 , 0.15052457 , 3087.0   , 713.0312  , 21.164835 , 6153.2725, 1539.5046, 5071.8325, 1.5084097  , 1.3246632   , 227.57323, -0.85047275   , 2.4527595, 2.4480326
10903.25, 8.375  , 310.72983 , 8.841677  , 792.67914  , 21.24054    , 132.00427  , 18.72874  , 154.6301  , 212.6203   , 8.648638    , 591.8231  , 12.788905 , 1.1764644   , 57.126667 , 0.14963593 , 3087.0   , 714.4892  , 21.176363 , 6180.0947, 1543.3076, 5070.6006, 1.5383617  , 1.3077233   , 227.63737, -0.845868     , 2.4615278, 2.456811
10903.5 , 8.375  , 310.62323 , 8.843713  , 792.3307   , 21.594618   , 131.9645   , 19.015694 , 155.23909 , 212.89857  , 8.436563    , 589.2988  , 13.181825 , 1.2021487   , 57.926617 , 0.14514898 , 3087.0   , 707.4748  , 21.188053 , 6187.7407, 1543.9663, 5071.5234, 1.5509541  , 1.2901742   , 227.71196, -0.8440455    , 2.4622855, 2.45757
10903.75, 8.375  , 310.51657 , 8.845671  , 792.46405  , 22.083086   , 131.92467  , 18.727245 , 157.15192 , 216.47815  , 8.20492     , 583.1538  , 13.526478 , 1.1970286   , 59.989906 , 0.13769071 , 3087.0   , 708.91846 , 21.19752  , 6167.332 , 1542.7607, 5073.971 , 1.5290321  , 1.2772745   , 227.78497, -0.8453816    , 2.454414 , 2.4496896
10904.0 , 8.375  , 310.40988 , 8.846264  , 792.8154   , 22.552656   , 131.8848   , 17.919748 , 159.50595 , 222.58855  , 7.716509    , 575.80475 , 13.754017 , 1.1478109   , 62.735794 , 0.12926707 , 3087.0   , 706.0983  , 21.206404 , 6147.2817, 1541.1759, 5077.536 , 1.4417719  , 1.2555285   , 227.84595, -0.84923303   , 2.4406772, 2.43594
10904.25, 8.375  , 310.30316 , 8.84531   , 793.19446  , 22.924866   , 131.84491  , 16.788637 , 161.41544 , 229.20091  , 6.658996    , 569.50085 , 13.855475 , 1.0800177   , 65.44177  , 0.12208241 , 3087.0   , 712.2086  , 21.21813  , 6149.68  , 1540.2078, 5081.601 , 1.2974982  , 1.2004179   , 227.88174, -0.8542572    , 2.425919 , 2.4211724
10904.5 , 8.375  , 310.19647 , 8.844055  , 793.5498   , 23.152853   , 131.80504  , 15.580855 , 162.41675 , 233.87305  , 5.418976    , 565.1711  , 13.87107  , 1.0209357   , 67.52245  , 0.11743877 , 3087.0   , 712.8681  , 21.232943 , 6157.1943, 1540.1323, 5085.216 , 1.1437296  , 1.1193539   , 227.88553, -0.8590203    , 2.4147928, 2.4100416
10904.75, 8.375  , 310.0898  , 8.8434925 , 793.92145  , 23.172514   , 131.7652   , 14.521421 , 162.52707 , 234.97388  , 4.3591127   , 563.3364  , 13.855208 , 0.983493    , 68.688354 , 0.11539289 , 3087.0   , 708.0     , 21.244795 , 6139.4043, 1540.8809, 5087.4595, 1.0128943  , 1.029728    , 227.8635 , -0.86249924   , 2.4099672, 2.4052148
10905.0 , 8.375  , 309.9832  , 8.843657  , 794.38403  , 22.950603   , 131.72537  , 13.778705 , 161.98927 , 232.54462  , 3.583947    , 564.7639  , 13.837445 , 0.9923544   , 68.95517  , 0.11507977 , 3087.0   , 706.14386 , 21.247368 , 6091.1743, 1542.8284, 5088.065 , 0.9392519  , 0.94713473  , 227.82405, -0.8643194    , 2.4114535, 2.4067013
10905.25, 8.375  , 309.87656 , 8.843988  , 794.9562   , 22.508688   , 131.68555  , 13.456501 , 160.97012 , 228.1564   , 3.1208882   , 570.0735  , 13.800598 , 1.0570662   , 68.54143  , 0.11539825 , 3087.0   , 704.18225 , 21.237274 , 6035.183 , 1546.9407, 5087.454 , 0.93688864 , 0.8873873   , 227.77567, -0.86470276   , 2.4171598, 2.4124093
10905.5 , 8.375  , 309.7699  , 8.844627  , 795.59186  , 21.89886    , 131.6457   , 13.56932  , 159.43463 , 223.75235  , 2.720473    , 579.47754 , 13.6912365, 1.1945251   , 67.72133  , 0.11575536 , 3087.0   , 707.42926 , 21.219854 , 6006.021 , 1554.3102, 5086.636 , 0.9840896  , 0.8268725   , 227.72723, -0.864177     , 2.4244733, 2.4197257
10905.75, 8.375  , 309.66324 , 8.846163  , 796.1769   , 21.249676   , 131.60585  , 14.013382 , 157.23477 , 220.20552  , 2.2522929   , 592.4706  , 13.458785 , 1.4481171   , 66.69408  , 0.11649762 , 3087.0   , 706.53235 , 21.204355 , 6021.2314, 1565.5615, 5086.634 , 1.0721692  , 0.74484986  , 227.68819, -0.8632238    , 2.4320946, 2.4273512
10906.0 , 8.375  , 309.55655 , 8.84991   , 796.6555   , 20.739075   , 131.56596  , 14.61732  , 154.29367 , 216.66003  , 1.8319939   , 607.09564 , 13.097563 , 1.8145794   , 65.517525 , 0.11871228 , 3086.6812, 710.72424 , 21.201262 , 6064.8525, 1580.4723, 5087.4727, 1.1880447  , 0.658809    , 227.66446, -0.86213416   , 2.440834 , 2.4360976
10906.25, 8.375  , 309.44977 , 8.8559885 , 796.99304  , 20.479118   , 131.52599  , 15.251667 , 150.71326 , 211.24649  , 1.5199748   , 620.3925  , 12.6645   , 2.244755    , 64.13049  , 0.123479   , 3086.0   , 708.96405 , 21.21028  , 6105.874 , 1597.774 , 5088.065 , 1.3097813  , 0.58589655  , 227.65579, -0.8612007    , 2.4525986, 2.447874
10906.5 , 8.375  , 309.34283 , 8.862966  , 797.06964  , 20.474667   , 131.48586  , 15.8714075, 146.66856 , 202.61359  , 1.3679132   , 630.02783 , 12.26177  , 2.5978575   , 62.425903 , 0.13105218 , 3086.0   , 707.1151  , 21.222193 , 6130.6216, 1615.4486, 5087.132 , 1.4225795  , 0.5475873   , 227.65273, -0.86098534   , 2.468547 , 2.4638436
10906.75, 8.375  , 309.23572 , 8.868773  , 796.8184   , 20.613375   , 131.44556  , 16.472164 , 142.13785 , 191.05344  , 1.4477991   , 635.4172  , 11.990311 , 2.6607718   , 60.30552  , 0.14041178 , 3086.0   , 702.9137  , 21.22538  , 6133.5977, 1631.2678, 5083.811 , 1.5138701  , 0.56989026  , 227.64307, -0.86233217   , 2.4880128, 2.4833422
10907.0 , 8.375  , 309.12848 , 8.871666  , 796.3125   , 20.700705   , 131.40512  , 17.07308  , 136.80048 , 178.51031  , 1.7831985   , 638.0328  , 11.895099 , 2.445988    , 57.739197 , 0.14940761 , 3086.0   , 708.3717  , 21.21588  , 6096.5527, 1643.2906, 5078.372 , 1.5912693  , 0.65385115  , 227.61789, -0.8661287    , 2.5085566, 2.5039287
10907.25, 8.375  , 309.02115 , 8.870474  , 795.7526   , 20.620977   , 131.36461  , 17.685158 , 130.35995 , 167.6245   , 2.4125      , 640.1802  , 11.942039 , 2.121783    , 54.86995  , 0.1556395  , 3086.0   , 707.96405 , 21.2006   , 5963.7915, 1650.2292, 5072.218 , 1.6561164  , 0.78647184  , 227.57607, -0.87298137   , 2.5266445, 2.52206
10907.5 , 8.375  , 308.91385 , 8.866316  , 795.4205   , 20.412445   , 131.32413  , 18.270721 , 123.069046, 160.39925  , 3.43093     , 642.8195  , 12.053385 , 1.7736527   , 52.058033 , 0.15785876 , 3086.0   , 716.3333  , 21.191998 , 5681.704 , 1651.7382, 5067.057 , 1.6811527  , 0.95556563  , 227.53014, -0.8828337    , 2.5388303, 2.534277
10907.75, 8.375  , 308.80667 , 8.861765  , 795.5192   , 20.167345   , 131.28375  , 18.727379 , 115.97365 , 157.26083  , 4.8588204   , 645.2639  , 12.162483 , 1.4588852   , 49.744995 , 0.15676247 , 3086.0   , 709.9784  , 21.1963   , 5350.2227, 1648.413 , 5063.655 , 1.6478553  , 1.1368084   , 227.49771, -0.89460367   , 2.5432863, 2.5387437
10908.0 , 8.375  , 308.6996  , 8.85871   , 795.95667  , 19.977327   , 131.24348  , 18.967325 , 110.63926 , 157.12779  , 6.5647573   , 646.489   , 12.237387 , 1.2004955   , 48.234035 , 0.154179   , 3086.0   , 705.6907  , 21.210451 , 5184.7725, 1641.6404, 5061.7964, 1.558266   , 1.3045354   , 227.49242, -0.9062298    , 2.5405803, 2.5360286
10908.25, 8.375  , 308.5926  , 8.857307  , 796.3789   , 19.904955   , 131.2033   , 19.013056 , 108.51102 , 158.39325  , 8.41947     , 645.87854 , 12.282224 , 0.98568547  , 47.590107 , 0.15167077 , 3086.0   , 705.93524 , 21.225773 , 5213.7783, 1633.5153, 5060.9473, 1.4264683  , 1.4531021   , 227.51949, -0.9153475    , 2.5328865, 2.528313
10908.5 , 8.375  , 308.48563 , 8.856829  , 796.4684   , 19.911444   , 131.16313  , 18.984362 , 110.23343 , 160.03285  , 10.326285   , 643.9413  , 12.331613 , 0.8095054   , 47.710983 , 0.1499617  , 3086.0   , 703.0863  , 21.233015 , 5240.3237, 1626.6136, 5060.877 , 1.2775853  , 1.583018    , 227.57217, -0.9202203    , 2.5224898, 2.5178893
10908.75, 8.375  , 308.37866 , 8.856715  , 796.14185  , 19.8586     , 131.12299  , 18.976397 , 115.238464, 162.03021  , 12.201937   , 642.91534 , 12.427408 , 0.66980726  , 48.441208 , 0.14894366 , 3086.0   , 708.3093  , 21.231205 , 5188.7593, 1623.4065, 5061.7256, 1.1316754  , 1.693671    , 227.63815, -0.92024      , 2.5111825, 2.5065553
10909.0 , 8.375  , 308.2717  , 8.857389  , 795.6134   , 19.60332    , 131.08284  , 19.008417 , 121.82713 , 164.9148   , 14.017172   , 645.96405 , 12.588639 , 0.55277544  , 49.598106 , 0.14782652 , 3086.0   , 710.47723 , 21.226315 , 5227.8   , 1625.7251, 5063.744 , 0.9867227  , 1.7887712   , 227.70505, -0.91578233   , 2.500815 , 2.4961658
10909.25, 8.375  , 308.16473 , 8.860133  , 795.3144   , 19.092827   , 131.04268  , 18.993559 , 127.77966 , 168.94153  , 15.443382   , 655.539   , 12.802593 , 0.45133418  , 50.919075 , 0.14567247 , 3086.0   , 713.1487  , 21.224445 , 5457.8867, 1634.4834, 5066.798 , 0.8400538  , 1.8638109   , 227.76205, -0.9077687    , 2.493732 , 2.4890695
10909.5 , 8.375  , 308.0577  , 8.865495  , 795.49194  , 18.361078   , 131.00246  , 18.827345 , 131.2435  , 173.63632  , 15.829332   , 672.39844 , 13.035384 , 0.36454785  , 52.063606 , 0.14208421 , 3086.0   , 707.05756 , 21.222109 , 5743.435 , 1649.438 , 5070.5903, 0.69490457 , 1.9071983   , 227.80307, -0.89734054   , 2.4921901, 2.4875264
10909.75, 8.375  , 307.95053 , 8.872456  , 795.99     , 17.50036    , 130.9621   , 18.462507 , 131.43753 , 177.97879  , 14.865364   , 695.69836 , 13.245287 , 0.2892019   , 52.758263 , 0.13739294 , 3086.0   , 705.45087 , 21.21392  , 5928.302 , 1669.1328, 5074.4272, 0.5528014  , 1.9100292   , 227.8286 , -0.88571036   , 2.4973025, 2.4926507
10910.0 , 8.375  , 307.8432  , 8.87883   , 796.37036  , 16.634129   , 130.92157  , 17.91023  , 128.80322 , 181.0156   , 13.00348    , 723.2536  , 13.39715  , 0.23189716  , 53.004467 , 0.13237682 , 3086.0   , 700.78656 , 21.196596 , 5984.4536, 1691.3992, 5077.7456, 0.43424144 , 1.8699805   , 227.84573, -0.87413126   , 2.5083082, 2.5036821
10910.25, 8.375  , 307.73572 , 8.882434  , 796.2217   , 15.859069   , 130.88089  , 17.222517 , 124.6237  , 182.51376  , 11.080045   , 752.0292  , 13.480058 , 0.2010009   , 53.179604 , 0.12793013 , 3086.0   , 702.92084 , 21.174706 , 5969.527 , 1713.9325, 5080.3013, 0.36184165 , 1.799148    , 227.85858, -0.86392933   , 2.5223458, 2.5177548
10910.5 , 8.375  , 307.62814 , 8.88122   , 795.5173   , 15.249014   , 130.84012  , 16.47721  , 120.40815 , 183.21945  , 9.420318    , 778.8608  , 13.515301 , 0.20789206  , 53.897423 , 0.124756716, 3086.0   , 704.6211  , 21.158377 , 5950.936 , 1734.6472, 5082.0522, 0.35260588 , 1.701059    , 227.86578, -0.8564523    , 2.5348947, 2.5303369
10910.75, 8.375  , 307.5206  , 8.874584  , 794.5963   , 14.843883   , 130.79938  , 15.747865 , 117.301926, 184.42162  , 8.065036    , 800.7714  , 13.536183 , 0.25856066  , 55.633003 , 0.123039365, 3086.0   , 709.9065  , 21.155151 , 5951.9126, 1751.8137, 5082.993 , 0.40703574 , 1.5820608   , 227.86186, -0.8527085    , 2.5414145, 2.5368724
10911.0 , 8.375  , 307.4132  , 8.863706  , 793.886    , 14.648192   , 130.7588   , 15.0975685, 115.709656, 187.0144   , 7.0150595   , 815.4785  , 13.551455 , 0.3390471   , 58.33957  , 0.12231254 , 3086.0   , 709.46765 , 21.162212 , 5953.6313, 1763.84  , 5083.148 , 0.49395034 , 1.4641414   , 227.83382, -0.8527767    , 2.5398853, 2.5353339
